DatePosted,Origin,OriginAirport,Destination,DestinationAirport,RegularPrice,SalePrice,DiscountRate,FlightDate,BookingLink
2019-08-28-13-21,Dallas,DFW,Seville,SVQ,1087,563,51.79,"Fri, 27 Sep - Sun, 6 Oct",https://www.google.com/flights#flt=DFW./m/09f3c.2019-09-27*/m/09f3c.DFW.2019-10-06;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-22,Dallas,DFW,Valencia,VLC,1082,492,45.47,"Fri, 27 Sep - Fri, 4 Oct",https://www.google.com/flights#flt=DFW./m/0h3tv.2019-09-27*/m/0h3tv.DFW.2019-10-04;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-22,Dallas,DFW,Riga,RIX,1192,593,49.75,"Sun, 15 Dec - Tue, 24 Dec",https://www.google.com/flights#flt=DFW./m/06cn5.2019-12-15*/m/06cn5.DFW.2019-12-24;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-22,Dallas,DFW,Paris,CDG,789,538,68.19,"Mon, 21 Oct - Mon, 28 Oct",https://www.google.com/flights#flt=DFW./m/05qtj.2019-10-21*/m/05qtj.DFW.2019-10-28;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-22,Honolulu,HNL,Sydney,SYD,596,355,59.56,"Sun, 29 Sep - Tue, 8 Oct",https://www.google.com/flights#flt=HNL./m/06y57.2019-09-29*/m/06y57.HNL.2019-10-08;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-23,Honolulu,HNL,Kailua-Kona,KOA,164,88,53.66,"Thu, 23 Jan - Wed, 29 Jan",https://www.google.com/flights#flt=HNL./m/0r_g0.2020-01-23*/m/0r_g0.HNL.2020-01-29;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-23,Honolulu,HNL,Hilo,ITO,180,98,54.44,"Sun, 26 Jan - Tue, 4 Feb",https://www.google.com/flights#flt=HNL./m/0r_ch.2020-01-26*/m/0r_ch.HNL.2020-02-04;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-23,Honolulu,HNL,Melbourne,MEL,652,416,63.80,"Mon, 23 Sep - Wed, 2 Oct",https://www.google.com/flights#flt=HNL./m/0chgzm.2019-09-23*/m/0chgzm.HNL.2019-10-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-23,Honolulu,HNL,Phuket,HKT,1049,644,61.39,"Mon, 25 Nov - Tue, 3 Dec",https://www.google.com/flights#flt=HNL./m/0f_r1_.2019-11-25*/m/0f_r1_.HNL.2019-12-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-24,Honolulu,HNL,Brisbane,BNE,763,504,66.06,"Mon, 23 Sep - Wed, 2 Oct",https://www.google.com/flights#flt=HNL./m/01b8jj.2019-09-23*/m/01b8jj.HNL.2019-10-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-24,Honolulu,HNL,Gold Coast,OOL,772,536,69.43,"Mon, 23 Sep - Wed, 2 Oct",https://www.google.com/flights#flt=HNL./m/0g4g7.2019-09-23*/m/0g4g7.HNL.2019-10-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-24,Honolulu,HNL,Adelaide,ADL,1099,621,56.51,"Sun, 17 Nov - Sat, 23 Nov",https://www.google.com/flights#flt=HNL./m/0mgp.2019-11-17*/m/0mgp.HNL.2019-11-23;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-24,Honolulu,HNL,Auckland,AKL,745,403,54.09,"Thu, 27 Feb - Wed, 4 Mar",https://www.google.com/flights#flt=HNL./m/012ts.2020-02-27*/m/012ts.HNL.2020-03-04;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-25,Honolulu,HNL,Denpasar,DPS,933,647,69.35,"Mon, 10 Feb - Sun, 16 Feb",https://www.google.com/flights#flt=HNL./m/02nbh1.2020-02-10*/m/02nbh1.HNL.2020-02-16;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-25,Honolulu,HNL,Perth,PER,974,597,61.29,"Sat, 22 Feb - Fri, 28 Feb",https://www.google.com/flights#flt=HNL./m/062qg.2020-02-22*/m/062qg.HNL.2020-02-28;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-25,Honolulu,HNL,Hanoi,HAN,1030,643,62.43,"Mon, 17 Feb - Mon, 24 Feb",https://www.google.com/flights#flt=HNL./m/0fnff.2020-02-17*/m/0fnff.HNL.2020-02-24;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-25,Miami,MIA,Barcelona,BCN,584,334,57.19,"Mon, 21 Oct - Wed, 30 Oct",https://www.google.com/flights#flt=MIA./m/01f62.2019-10-21*/m/01f62.MIA.2019-10-30;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-26,Miami,MIA,Lisbon,LIS,890,520,58.43,"Mon, 9 Dec - Tue, 17 Dec",https://www.google.com/flights#flt=MIA./m/04llb.2019-12-09*/m/04llb.MIA.2019-12-17;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-26,Miami,MIA,Reykjavík,KEF,980,534,54.49,"Mon, 25 Nov - Tue, 3 Dec",https://www.google.com/flights#flt=MIA./m/06flg.2019-11-25*/m/06flg.MIA.2019-12-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-26,Miami,MIA,Athens,ATH,701,486,69.33,"Sat, 12 Oct - Mon, 21 Oct",https://www.google.com/flights#flt=MIA./m/0n2z.2019-10-12*/m/0n2z.MIA.2019-10-21;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-26,Miami,MIA,Prague,PRG,661,427,64.60,"Sun, 13 Oct - Tue, 22 Oct",https://www.google.com/flights#flt=MIA./m/05ywg.2019-10-13*/m/05ywg.MIA.2019-10-22;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-27,Miami,MIA,Budapest,BUD,695,423,60.86,"Sun, 6 Oct - Mon, 14 Oct",https://www.google.com/flights#flt=MIA./m/095w_.2019-10-06*/m/095w_.MIA.2019-10-14;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-27,Miami,MIA,Nice,NCE,776,483,62.24,"Fri, 27 Sep - Sat, 5 Oct",https://www.google.com/flights#flt=MIA./m/0cp6w.2019-09-27*/m/0cp6w.MIA.2019-10-05;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-27,Miami,MIA,Naples,NAP,694,476,68.59,"Fri, 25 Oct - Sun, 3 Nov",https://www.google.com/flights#flt=MIA./m/0fhsz.2019-10-25*/m/0fhsz.MIA.2019-11-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-27,Miami,MIA,Stockholm,ARN,547,381,69.65,"Mon, 18 Nov - Tue, 26 Nov",https://www.google.com/flights#flt=MIA./m/06mxs.2019-11-18*/m/06mxs.MIA.2019-11-26;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-27,Miami,MIA,Warsaw,WAW,769,431,56.05,"Sun, 13 Oct - Tue, 22 Oct",https://www.google.com/flights#flt=MIA./m/081m_.2019-10-13*/m/081m_.MIA.2019-10-22;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-28,Miami,MIA,Split,SPU,1115,617,55.34,"Thu, 3 Oct - Wed, 9 Oct",https://www.google.com/flights#flt=MIA./m/01g_k3.2019-10-03*/m/01g_k3.MIA.2019-10-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-28,Miami,MIA,Pisa,PSA,808,524,64.85,"Mon, 25 Nov - Tue, 3 Dec",https://www.google.com/flights#flt=MIA./m/064xp.2019-11-25*/m/064xp.MIA.2019-12-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-28,Miami,MIA,Bologna,BLQ,972,604,62.14,"Mon, 2 Dec - Mon, 9 Dec",https://www.google.com/flights#flt=MIA./m/096g3.2019-12-02*/m/096g3.MIA.2019-12-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-28,Miami,MIA,Bucharest,OTP,655,418,63.82,"Sun, 13 Oct - Mon, 21 Oct",https://www.google.com/flights#flt=MIA./m/096gm.2019-10-13*/m/096gm.MIA.2019-10-21;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-29,Orlando,MCO,London,LGW,505,340,67.33,"Sat, 18 Jan - Mon, 27 Jan",https://www.google.com/flights#flt=MCO./m/04jpl.2020-01-18*/m/04jpl.MCO.2020-01-27;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-29,Orlando,MCO,Rome,FCO,1143,515,45.06,"Mon, 2 Dec - Mon, 9 Dec",https://www.google.com/flights#flt=MCO./m/06c62.2019-12-02*/m/06c62.MCO.2019-12-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-29,Orlando,MCO,Athens,ATH,1287,521,40.48,"Mon, 2 Dec - Mon, 9 Dec",https://www.google.com/flights#flt=MCO./m/0n2z.2019-12-02*/m/0n2z.MCO.2019-12-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-29,Orlando,MCO,Venice,VCE,1235,499,40.40,"Mon, 2 Dec - Mon, 9 Dec",https://www.google.com/flights#flt=MCO./m/07_pf.2019-12-02*/m/07_pf.MCO.2019-12-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-30,Orlando,MCO,Copenhagen,CPH,615,399,64.88,"Mon, 14 Oct - Mon, 21 Oct",https://www.google.com/flights#flt=MCO./m/01lfy.2019-10-14*/m/01lfy.MCO.2019-10-21;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-30,Orlando,MCO,Milan,MXP,1044,494,47.32,"Mon, 2 Dec - Mon, 9 Dec",https://www.google.com/flights#flt=MCO./m/0947l.2019-12-02*/m/0947l.MCO.2019-12-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-30,Orlando,MCO,Madrid,MAD,875,454,51.89,"Thu, 10 Oct - Wed, 16 Oct",https://www.google.com/flights#flt=MCO./m/056_y.2019-10-10*/m/056_y.MCO.2019-10-16;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-30,Orlando,MCO,Zürich,ZRH,997,509,51.05,"Mon, 2 Dec - Mon, 9 Dec",https://www.google.com/flights#flt=MCO./m/08966.2019-12-02*/m/08966.MCO.2019-12-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-31,Orlando,MCO,Lisbon,LIS,1133,504,44.48,"Mon, 2 Dec - Tue, 10 Dec",https://www.google.com/flights#flt=MCO./m/04llb.2019-12-02*/m/04llb.MCO.2019-12-10;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-31,Orlando,MCO,Edinburgh,EDI,916,513,56.00,"Mon, 2 Dec - Mon, 9 Dec",https://www.google.com/flights#flt=MCO./m/02m77.2019-12-02*/m/02m77.MCO.2019-12-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-31,Orlando,MCO,Nice,NCE,1253,504,40.22,"Mon, 2 Dec - Tue, 10 Dec",https://www.google.com/flights#flt=MCO./m/0cp6w.2019-12-02*/m/0cp6w.MCO.2019-12-10;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-31,Orlando,MCO,Florence,FLR,1388,649,46.76,"Thu, 5 Dec - Thu, 12 Dec",https://www.google.com/flights#flt=MCO./m/031y2.2019-12-05*/m/031y2.MCO.2019-12-12;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-32,Orlando,MCO,Manchester,MAN,587,390,66.44,"Sun, 26 Jan - Sun, 2 Feb",https://www.google.com/flights#flt=MCO./m/052bw.2020-01-26*/m/052bw.MCO.2020-02-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-32,Orlando,MCO,Tel Aviv-Yafo,TLV,943,613,65.01,"Sun, 19 Jan - Mon, 27 Jan",https://www.google.com/flights#flt=MCO./m/07qzv.2020-01-19*/m/07qzv.MCO.2020-01-27;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-32,Orlando,MCO,Glasgow,GLA,767,528,68.84,"Mon, 25 Nov - Mon, 2 Dec",https://www.google.com/flights#flt=MCO./m/0hyxv.2019-11-25*/m/0hyxv.MCO.2019-12-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-32,Orlando,MCO,Stockholm,ARN,727,416,57.22,"Mon, 2 Dec - Sun, 8 Dec",https://www.google.com/flights#flt=MCO./m/06mxs.2019-12-02*/m/06mxs.MCO.2019-12-08;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-32,Orlando,MCO,Helsinki,HEL,1027,382,37.20,"Mon, 2 Dec - Tue, 10 Dec",https://www.google.com/flights#flt=MCO./m/03khn.2019-12-02*/m/03khn.MCO.2019-12-10;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-33,Orlando,MCO,Prague,PRG,842,546,64.85,"Mon, 14 Oct - Mon, 21 Oct",https://www.google.com/flights#flt=MCO./m/05ywg.2019-10-14*/m/05ywg.MCO.2019-10-21;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-33,Orlando,MCO,Vienna,VIE,914,550,60.18,"Mon, 18 Nov - Mon, 25 Nov",https://www.google.com/flights#flt=MCO./m/0fhp9.2019-11-18*/m/0fhp9.MCO.2019-11-25;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-33,Orlando,MCO,Marrakesh,RAK,1321,519,39.29,"Mon, 2 Dec - Mon, 9 Dec",https://www.google.com/flights#flt=MCO./m/054rw.2019-12-02*/m/054rw.MCO.2019-12-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-33,Orlando,MCO,Amman,AMM,1382,641,46.38,"Sun, 1 Dec - Tue, 10 Dec",https://www.google.com/flights#flt=MCO./m/0c7zf.2019-12-01*/m/0c7zf.MCO.2019-12-10;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-34,Orlando,MCO,Naples,NAP,847,557,65.76,"Mon, 7 Oct - Wed, 16 Oct",https://www.google.com/flights#flt=MCO./m/0fhsz.2019-10-07*/m/0fhsz.MCO.2019-10-16;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-34,Orlando,MCO,Brussels,BRU,881,570,64.70,"Mon, 7 Oct - Sun, 13 Oct",https://www.google.com/flights#flt=MCO./m/02rnbv.2019-10-07*/m/02rnbv.MCO.2019-10-13;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-34,Orlando,MCO,Málaga,AGP,646,415,64.24,"Fri, 29 Nov - Sun, 8 Dec",https://www.google.com/flights#flt=MCO./m/01978d.2019-11-29*/m/01978d.MCO.2019-12-08;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-34,Orlando,MCO,Warsaw,WAW,1108,483,43.59,"Mon, 21 Oct - Tue, 29 Oct",https://www.google.com/flights#flt=MCO./m/081m_.2019-10-21*/m/081m_.MCO.2019-10-29;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-35,Orlando,MCO,Belfast,BFS,992,498,50.20,"Mon, 2 Dec - Sun, 8 Dec",https://www.google.com/flights#flt=MCO./m/01l63.2019-12-02*/m/01l63.MCO.2019-12-08;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-35,Orlando,MCO,Hamburg,HAM,1095,508,46.39,"Mon, 2 Dec - Mon, 9 Dec",https://www.google.com/flights#flt=MCO./m/03hrz.2019-12-02*/m/03hrz.MCO.2019-12-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-35,Orlando,MCO,Kraków,KRK,1145,534,46.64,"Sat, 16 Nov - Fri, 22 Nov",https://www.google.com/flights#flt=MCO./m/0491y.2019-11-16*/m/0491y.MCO.2019-11-22;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-35,Orlando,MCO,Düsseldorf,DUS,895,507,56.65,"Mon, 2 Dec - Mon, 9 Dec",https://www.google.com/flights#flt=MCO./m/0hf7l.2019-12-02*/m/0hf7l.MCO.2019-12-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-36,Salt Lake City,SLC,Rome,FCO,916,577,62.99,"Fri, 29 Nov - Sun, 8 Dec",https://www.google.com/flights#flt=SLC./m/06c62.2019-11-29*/m/06c62.SLC.2019-12-08;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-36,Salt Lake City,SLC,Venice,VCE,1052,599,56.94,"Thu, 24 Oct - Thu, 31 Oct",https://www.google.com/flights#flt=SLC./m/07_pf.2019-10-24*/m/07_pf.SLC.2019-10-31;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-36,Salt Lake City,SLC,Prague,PRG,1024,577,56.35,"Sun, 20 Oct - Mon, 28 Oct",https://www.google.com/flights#flt=SLC./m/05ywg.2019-10-20*/m/05ywg.SLC.2019-10-28;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-36,Salt Lake City,SLC,Florence,FLR,1190,578,48.57,"Thu, 7 Nov - Thu, 14 Nov",https://www.google.com/flights#flt=SLC./m/031y2.2019-11-07*/m/031y2.SLC.2019-11-14;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-37,Salt Lake City,SLC,Stockholm,ARN,956,615,64.33,"Sat, 16 Nov - Mon, 25 Nov",https://www.google.com/flights#flt=SLC./m/06mxs.2019-11-16*/m/06mxs.SLC.2019-11-25;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-37,Salt Lake City,SLC,Nice,NCE,1047,596,56.92,"Fri, 25 Oct - Fri, 1 Nov",https://www.google.com/flights#flt=SLC./m/0cp6w.2019-10-25*/m/0cp6w.SLC.2019-11-01;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-37,Salt Lake City,SLC,Naples,NAP,1073,578,53.87,"Thu, 31 Oct - Sat, 9 Nov",https://www.google.com/flights#flt=SLC./m/0fhsz.2019-10-31*/m/0fhsz.SLC.2019-11-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-37,Salt Lake City,SLC,Lyon,LYS,1132,584,51.59,"Sat, 30 Nov - Fri, 6 Dec",https://www.google.com/flights#flt=SLC./m/0dprg.2019-11-30*/m/0dprg.SLC.2019-12-06;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-37,Salt Lake City,SLC,Bucharest,OTP,947,629,66.42,"Fri, 10 Jan - Thu, 16 Jan",https://www.google.com/flights#flt=SLC./m/096gm.2020-01-10*/m/096gm.SLC.2020-01-16;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-38,Salt Lake City,SLC,Sofia,SOF,955,625,65.45,"Thu, 24 Oct - Sat, 2 Nov",https://www.google.com/flights#flt=SLC./m/0ftjx.2019-10-24*/m/0ftjx.SLC.2019-11-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-38,Salt Lake City,SLC,Frankfurt,FRA,1003,612,61.02,"Mon, 28 Oct - Wed, 6 Nov",https://www.google.com/flights#flt=SLC./m/02z0j.2019-10-28*/m/02z0j.SLC.2019-11-06;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-38,St. Louis,STL,Dublin,DUB,850,529,62.24,"Sun, 1 Dec - Mon, 9 Dec",https://www.google.com/flights#flt=STL./m/02cft.2019-12-01*/m/02cft.STL.2019-12-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-39,St. Louis,STL,Venice,VCE,1183,643,54.35,"Thu, 24 Oct - Sat, 2 Nov",https://www.google.com/flights#flt=STL./m/07_pf.2019-10-24*/m/07_pf.STL.2019-11-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-39,St. Louis,STL,Shanghai,PVG,701,450,64.19,"Mon, 27 Jan - Mon, 3 Feb",https://www.google.com/flights#flt=STL./m/06wjf.2020-01-27*/m/06wjf.STL.2020-02-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-39,St. Louis,STL,Beijing,PEK,546,350,64.10,"Fri, 13 Sep - Thu, 19 Sep",https://www.google.com/flights#flt=STL./m/01914.2019-09-13*/m/01914.STL.2019-09-19;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-39,St. Louis,STL,Lisbon,LIS,1009,641,63.53,"Thu, 7 Nov - Fri, 15 Nov",https://www.google.com/flights#flt=STL./m/04llb.2019-11-07*/m/04llb.STL.2019-11-15;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-39,St. Louis,STL,Naples,NAP,1256,641,51.04,"Sun, 17 Nov - Mon, 25 Nov",https://www.google.com/flights#flt=STL./m/0fhsz.2019-11-17*/m/0fhsz.STL.2019-11-25;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-16,Charlotte,CLT,Beijing,PEK,1396,594,42.55,"Thu, 5 Dec - Wed, 11 Dec",https://www.google.com/flights#flt=CLT./m/01914.2019-12-05*/m/01914.CLT.2019-12-11;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-17,Charlotte,CLT,Nice,NCE,955,480,50.26,"Thu, 26 Sep - Fri, 4 Oct",https://www.google.com/flights#flt=CLT./m/0cp6w.2019-09-26*/m/0cp6w.CLT.2019-10-04;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-17,Charlotte,CLT,Helsinki,HEL,877,445,50.74,"Sat, 23 Nov - Mon, 2 Dec",https://www.google.com/flights#flt=CLT./m/03khn.2019-11-23*/m/03khn.CLT.2019-12-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-13-17,Charlotte,CLT,Seville,SVQ,1065,564,52.96,"Sun, 29 Sep - Sun, 6 Oct",https://www.google.com/flights#flt=CLT./m/09f3c.2019-09-29*/m/09f3c.CLT.2019-10-06;c:USD;e:1;p:65000.2.USD;sd:1;t:f
