DatePosted,Origin,OriginAirport,Destination,DestinationAirport,RegularPrice,SalePrice,DiscountRate,FlightDate,BookingLink
2019-08-28-02-48,Boston,BOS,Lyon,LYS,944,432,45.76,"Fri, 6 Dec - Thu, 12 Dec",https://www.google.com/flights#flt=BOS./m/0dprg.2019-12-06*/m/0dprg.BOS.2019-12-12;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-45,Atlanta,ATL,Paris,CDG,822,488,59.37,"Sat, 26 Oct - Sat, 2 Nov",https://www.google.com/flights#flt=ATL./m/05qtj.2019-10-26*/m/05qtj.ATL.2019-11-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-46,Atlanta,ATL,Barcelona,BCN,1064,479,45.02,"Fri, 6 Dec - Thu, 12 Dec",https://www.google.com/flights#flt=ATL./m/01f62.2019-12-06*/m/01f62.ATL.2019-12-12;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-46,Atlanta,ATL,Rome,FCO,719,503,69.96,"Thu, 28 Nov - Sat, 7 Dec",https://www.google.com/flights#flt=ATL./m/06c62.2019-11-28*/m/06c62.ATL.2019-12-07;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-47,Atlanta,ATL,Madrid,MAD,1060,484,45.66,"Thu, 5 Dec - Wed, 11 Dec",https://www.google.com/flights#flt=ATL./m/056_y.2019-12-05*/m/056_y.ATL.2019-12-11;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-47,Atlanta,ATL,London,LGW,787,549,69.76,"Sun, 15 Sep - Mon, 23 Sep",https://www.google.com/flights#flt=ATL./m/04jpl.2019-09-15*/m/04jpl.ATL.2019-09-23;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-47,Atlanta,ATL,Lisbon,LIS,1085,529,48.76,"Sun, 8 Dec - Sun, 15 Dec",https://www.google.com/flights#flt=ATL./m/04llb.2019-12-08*/m/04llb.ATL.2019-12-15;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-48,Atlanta,ATL,Florence,FLR,746,510,68.36,"Sun, 12 Jan - Mon, 20 Jan",https://www.google.com/flights#flt=ATL./m/031y2.2020-01-12*/m/031y2.ATL.2020-01-20;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-48,Atlanta,ATL,Stockholm,ARN,1093,580,53.06,"Sun, 8 Dec - Mon, 16 Dec",https://www.google.com/flights#flt=ATL./m/06mxs.2019-12-08*/m/06mxs.ATL.2019-12-16;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-48,Atlanta,ATL,Budapest,BUD,919,571,62.13,"Fri, 29 Nov - Sat, 7 Dec",https://www.google.com/flights#flt=ATL./m/095w_.2019-11-29*/m/095w_.ATL.2019-12-07;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-48,Atlanta,ATL,Naples,NAP,807,504,62.45,"Thu, 28 Nov - Sat, 7 Dec",https://www.google.com/flights#flt=ATL./m/0fhsz.2019-11-28*/m/0fhsz.ATL.2019-12-07;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-48,Atlanta,ATL,Nice,NCE,766,503,65.67,"Fri, 25 Oct - Sun, 3 Nov",https://www.google.com/flights#flt=ATL./m/0cp6w.2019-10-25*/m/0cp6w.ATL.2019-11-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-57,Atlanta,ATL,Brussels,BRU,800,490,61.25,"Thu, 28 Nov - Thu, 5 Dec",https://www.google.com/flights#flt=ATL./m/02rnbv.2019-11-28*/m/02rnbv.ATL.2019-12-05;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-58,Atlanta,ATL,Oslo,OSL,933,564,60.45,"Thu, 14 Nov - Thu, 21 Nov",https://www.google.com/flights#flt=ATL./m/05l64.2019-11-14*/m/05l64.ATL.2019-11-21;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-58,Atlanta,ATL,Zagreb,ZAG,1099,571,51.96,"Sun, 17 Nov - Sun, 24 Nov",https://www.google.com/flights#flt=ATL./m/0fhzy.2019-11-17*/m/0fhzy.ATL.2019-11-24;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-58,Atlanta,ATL,Bucharest,OTP,1299,560,43.11,"Mon, 2 Dec - Mon, 9 Dec",https://www.google.com/flights#flt=ATL./m/096gm.2019-12-02*/m/096gm.ATL.2019-12-09;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-58,Atlanta,ATL,Malta,MLA,799,554,69.34,"Sat, 25 Jan - Mon, 3 Feb",https://www.google.com/flights#flt=ATL./m/04v3q.2020-01-25*/m/04v3q.ATL.2020-02-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-58,Atlanta,ATL,Genoa,GOA,1631,574,35.19,"Sat, 7 Dec - Sat, 14 Dec",https://www.google.com/flights#flt=ATL./m/0hknf.2019-12-07*/m/0hknf.ATL.2019-12-14;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-59,Atlanta,ATL,Porto,OPO,980,552,56.33,"Sat, 26 Oct - Mon, 4 Nov",https://www.google.com/flights#flt=ATL./m/0pmn7.2019-10-26*/m/0pmn7.ATL.2019-11-04;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-59,Atlanta,ATL,Pisa,PSA,748,513,68.58,"Sat, 25 Jan - Sun, 2 Feb",https://www.google.com/flights#flt=ATL./m/064xp.2020-01-25*/m/064xp.ATL.2020-02-02;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-59,Atlanta,ATL,Ljubljana,LJU,1090,577,52.94,"Mon, 4 Nov - Sun, 10 Nov",https://www.google.com/flights#flt=ATL./m/0bmm4.2019-11-04*/m/0bmm4.ATL.2019-11-10;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-59,Atlanta,ATL,Lyon,LYS,975,516,52.92,"Sun, 3 Nov - Mon, 11 Nov",https://www.google.com/flights#flt=ATL./m/0dprg.2019-11-03*/m/0dprg.ATL.2019-11-11;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-59,Atlanta,ATL,Bologna,BLQ,737,507,68.79,"Thu, 9 Jan - Sat, 18 Jan",https://www.google.com/flights#flt=ATL./m/096g3.2020-01-09*/m/096g3.ATL.2020-01-18;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-03-00,Atlanta,ATL,Larnaca,LCA,1342,569,42.40,"Sat, 16 Nov - Sun, 24 Nov",https://www.google.com/flights#flt=ATL./m/01q7yl.2019-11-16*/m/01q7yl.ATL.2019-11-24;c:USD;e:1;p:65000.2.USD;sd:1;t:f
