DatePosted,Origin,OriginAirport,Destination,DestinationAirport,RegularPrice,SalePrice,DiscountRate,FlightDate,BookingLink
2019-08-28-02-45,Baltimore,BWI,Lisbon,LIS,1091,555,50.87,"Fri, 18 Oct - Thu, 24 Oct",https://www.google.com/flights#flt=BWI./m/04llb.2019-10-18*/m/04llb.BWI.2019-10-24;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-46,Baltimore,BWI,Geneva,GVA,1122,585,52.14,"Mon, 9 Dec - Tue, 17 Dec",https://www.google.com/flights#flt=BWI./m/03902.2019-12-09*/m/03902.BWI.2019-12-17;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-46,Baltimore,BWI,Moscow,SVO,840,579,68.93,"Thu, 31 Oct - Wed, 6 Nov",https://www.google.com/flights#flt=BWI./m/04swd.2019-10-31*/m/04swd.BWI.2019-11-06;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-46,Boston,BOS,Paris,CDG,609,348,57.14,"Sat, 7 Dec - Fri, 13 Dec",https://www.google.com/flights#flt=BOS./m/05qtj.2019-12-07*/m/05qtj.BOS.2019-12-13;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-46,Boston,BOS,Madrid,MAD,498,243,48.80,"Mon, 14 Oct - Wed, 23 Oct",https://www.google.com/flights#flt=BOS./m/056_y.2019-10-14*/m/056_y.BOS.2019-10-23;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-46,Boston,BOS,Nice,NCE,939,432,46.01,"Fri, 6 Dec - Thu, 12 Dec",https://www.google.com/flights#flt=BOS./m/0cp6w.2019-12-06*/m/0cp6w.BOS.2019-12-12;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-47,Boston,BOS,Santorini,JTR,1386,628,45.31,"Sat, 26 Oct - Sun, 3 Nov",https://www.google.com/flights#flt=BOS./m/070t9.2019-10-26*/m/070t9.BOS.2019-11-03;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-47,Boston,BOS,Vienna,VIE,656,381,58.08,"Mon, 14 Oct - Tue, 22 Oct",https://www.google.com/flights#flt=BOS./m/0fhp9.2019-10-14*/m/0fhp9.BOS.2019-10-22;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-47,Boston,BOS,Budapest,BUD,662,378,57.10,"Mon, 21 Oct - Wed, 30 Oct",https://www.google.com/flights#flt=BOS./m/095w_.2019-10-21*/m/095w_.BOS.2019-10-30;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-48,Boston,BOS,Naples,NAP,641,434,67.71,"Thu, 9 Jan - Fri, 17 Jan",https://www.google.com/flights#flt=BOS./m/0fhsz.2020-01-09*/m/0fhsz.BOS.2020-01-17;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-48,Boston,BOS,Warsaw,WAW,731,425,58.14,"Thu, 24 Oct - Fri, 1 Nov",https://www.google.com/flights#flt=BOS./m/081m_.2019-10-24*/m/081m_.BOS.2019-11-01;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-48,Boston,BOS,Manchester,MAN,549,378,68.85,"Thu, 7 Nov - Fri, 15 Nov",https://www.google.com/flights#flt=BOS./m/052bw.2019-11-07*/m/052bw.BOS.2019-11-15;c:USD;e:1;p:65000.2.USD;sd:1;t:f
2019-08-28-02-48,Boston,BOS,Casablanca,CMN,909,628,69.09,"Mon, 30 Dec - Wed, 8 Jan",https://www.google.com/flights#flt=BOS./m/022b_.2019-12-30*/m/022b_.BOS.2020-01-08;c:USD;e:1;p:65000.2.USD;sd:1;t:f
